order_id,order_date,sku_id,sku_name,category,qty_ordered,before_discount,discount,after_discount
20040,27-10-2022,5000,Wireless Earbuds,Electronics,1,1756.24,298.89,1457.35
20041,03-11-2022,5000,Wireless Earbuds,Electronics,2,6395.5,1278.65,5116.85
20042,16-04-2022,5000,Wireless Earbuds,Electronics,3,4810.95,799.79,4011.16
20043,26-02-2022,5000,Wireless Earbuds,Electronics,7,11911.13,2274.68,9636.45
20044,24-02-2022,5000,Wireless Earbuds,Electronics,3,2158.53,106.24,2052.29
20045,19-03-2022,5000,Wireless Earbuds,Electronics,8,22814.24,1223.3,21590.94
20046,16-10-2022,5000,Wireless Earbuds,Electronics,6,4033.86,589.37,3444.49
20047,01-01-2022,5000,Wireless Earbuds,Electronics,2,3828.1,898.58,2929.52
20048,28-07-2022,5000,Wireless Earbuds,Electronics,4,11670.48,799.89,10870.59
20049,07-05-2022,5000,Wireless Earbuds,Electronics,5,9144.45,1789.08,7355.37
20050,27-07-2021,5001,Smartphone Case,Electronics,3,1062.09,201.99,860.1
20051,22-08-2021,5001,Smartphone Case,Electronics,7,20446.44,4538.68,15907.76
20052,18-03-2021,5001,Smartphone Case,Electronics,3,5711.25,138.8,5572.45
20053,25-08-2021,5001,Smartphone Case,Electronics,3,6565.98,1303.27,5262.71
20054,06-03-2021,5001,Smartphone Case,Electronics,3,5208.6,972.94,4235.66
20055,02-09-2021,5001,Smartphone Case,Electronics,6,14614.86,2076.29,12538.57
20056,26-08-2021,5001,Smartphone Case,Electronics,2,6217.62,205.61,6012.01
20057,09-04-2021,5001,Smartphone Case,Electronics,1,2737.07,374.36,2362.71
20058,01-09-2021,5001,Smartphone Case,Electronics,2,3269.76,526.04,2743.72
20059,20-09-2021,5001,Smartphone Case,Electronics,4,9882.6,1225.83,8656.77
20060,26-09-2021,5001,Smartphone Case,Electronics,8,14807.76,1139.62,13668.14
20061,09-09-2021,5001,Smartphone Case,Electronics,4,11856,611.07,11244.93
20062,13-02-2021,5001,Smartphone Case,Electronics,8,9668.24,1685.81,7982.43
20063,03-07-2021,5001,Smartphone Case,Electronics,4,9570.92,1917.11,7653.81
20064,23-03-2022,5001,Smartphone Case,Electronics,6,3773.88,841.77,2932.11
20065,08-08-2022,5001,Smartphone Case,Electronics,2,2968.32,392.03,2576.29
20066,27-11-2022,5001,Smartphone Case,Electronics,4,2763.64,329.56,2434.08
20067,13-09-2022,5001,Smartphone Case,Electronics,6,9367.68,955.7,8411.98
20068,24-02-2022,5001,Smartphone Case,Electronics,6,1291.62,190.43,1101.19
20069,23-08-2022,5001,Smartphone Case,Electronics,1,1437.55,199.83,1237.72
20070,17-05-2022,5001,Smartphone Case,Electronics,2,1056.1,244.24,811.86
20071,04-04-2022,5001,Smartphone Case,Electronics,2,2079.28,60.52,2018.76
20072,09-03-2022,5001,Smartphone Case,Electronics,3,8688.75,1871.6,6817.15
20073,27-11-2022,5001,Smartphone Case,Electronics,5,7549.65,1082.75,6466.9
20074,19-09-2022,5001,Smartphone Case,Electronics,8,19971.2,810.36,19160.84
20075,26-01-2022,5001,Smartphone Case,Electronics,3,4724.43,173.18,4551.25
20076,21-01-2022,5001,Smartphone Case,Electronics,2,5670.92,222.64,5448.28
20077,03-04-2022,5001,Smartphone Case,Electronics,5,15201.5,1890.58,13310.92
20078,18-06-2022,5001,Smartphone Case,Electronics,7,22780.38,1859.06,20921.32
20079,02-03-2022,5001,Smartphone Case,Electronics,4,13170.88,3199.46,9971.42
20080,02-05-2022,5001,Smartphone Case,Electronics,3,2477.76,227.35,2250.41
20081,17-05-2022,5001,Smartphone Case,Electronics,4,4485.48,605.63,3879.85
20082,09-03-2022,5001,Smartphone Case,Electronics,6,17053.92,4241.9,12812.02
20083,01-01-2022,5001,Smartphone Case,Electronics,1,2605.82,382.38,2223.44
20084,17-04-2022,5001,Smartphone Case,Electronics,8,7784.24,956.08,6828.16
20085,27-11-2022,5001,Smartphone Case,Electronics,7,16445.17,2393.73,14051.44
20086,17-07-2022,5001,Smartphone Case,Electronics,5,12269.65,3017.86,9251.79
20087,07-06-2022,5001,Smartphone Case,Electronics,3,4517.22,451.44,4065.78
20088,27-01-2022,5001,Smartphone Case,Electronics,3,593.25,97.21,496.04
20089,14-05-2022,5001,Smartphone Case,Electronics,3,1006.77,174.17,832.6
20090,28-07-2022,5001,Smartphone Case,Electronics,5,10779.55,1932.96,8846.59
20091,15-01-2022,5001,Smartphone Case,Electronics,3,2033.22,249.15,1784.07
20092,12-05-2022,5001,Smartphone Case,Electronics,6,20449.74,2982.12,17467.62
20093,02-04-2022,5001,Smartphone Case,Electronics,5,4399.25,273.11,4126.14
20094,13-06-2022,5001,Smartphone Case,Electronics,2,3480.12,472.03,3008.09
20095,08-04-2022,5001,Smartphone Case,Electronics,1,454.35,94.47,359.88
20096,13-03-2022,5001,Smartphone Case,Electronics,1,1469.83,130.7,1339.13
20097,08-11-2022,5001,Smartphone Case,Electronics,2,4223.4,598.51,3624.89
20098,22-03-2022,5001,Smartphone Case,Electronics,7,18973.08,3524.36,15448.72
20099,05-08-2022,5001,Smartphone Case,Electronics,5,12879.6,2163.01,10716.59
20100,27-01-2022,5001,Smartphone Case,Electronics,7,18258.8,3776.11,14482.69
20101,17-03-2022,5001,Smartphone Case,Electronics,1,2918.47,450.42,2468.05
20102,22-12-2022,5001,Smartphone Case,Electronics,4,1740.24,51.56,1688.68
20103,13-02-2021,5002,Bluetooth Speaker,Electronics,8,16168.56,2657.89,13510.67
20104,18-11-2021,5002,Bluetooth Speaker,Electronics,4,7156.56,148.59,7007.97
20105,24-02-2021,5002,Bluetooth Speaker,Electronics,2,4717.3,166.01,4551.29
20106,16-12-2021,5002,Bluetooth Speaker,Electronics,5,14304.4,3069.88,11234.52
20107,24-04-2021,5002,Bluetooth Speaker,Electronics,4,3691.88,625.72,3066.16
20108,16-08-2021,5002,Bluetooth Speaker,Electronics,7,2849.56,653.71,2195.85
20109,25-05-2021,5002,Bluetooth Speaker,Electronics,1,2216.86,372.07,1844.79
20110,20-02-2021,5002,Bluetooth Speaker,Electronics,3,3784.32,642.78,3141.54
20111,10-12-2021,5002,Bluetooth Speaker,Electronics,3,575.31,19.53,555.78
20112,22-05-2021,5002,Bluetooth Speaker,Electronics,2,4937.64,866.13,4071.51
20113,23-05-2021,5002,Bluetooth Speaker,Electronics,5,8533.1,1085.91,7447.19
20114,18-02-2021,5002,Bluetooth Speaker,Electronics,4,4776.44,189.85,4586.59
20115,01-08-2021,5002,Bluetooth Speaker,Electronics,5,8437.75,1759.92,6677.83
20116,09-08-2021,5002,Bluetooth Speaker,Electronics,7,5970.65,1417.94,4552.71
20117,03-04-2021,5002,Bluetooth Speaker,Electronics,2,1249.66,175.62,1074.04
20118,05-06-2021,5002,Bluetooth Speaker,Electronics,5,15604.95,2836.47,12768.48
20119,16-04-2021,5002,Bluetooth Speaker,Electronics,8,11761.36,665.52,11095.84
20120,22-08-2021,5002,Bluetooth Speaker,Electronics,8,12065.2,2259.23,9805.97
20121,12-07-2021,5002,Bluetooth Speaker,Electronics,7,8462.02,1804.55,6657.47
20122,11-01-2021,5002,Bluetooth Speaker,Electronics,6,17766.12,845.84,16920.28
20123,23-04-2021,5002,Bluetooth Speaker,Electronics,1,3170.25,274.74,2895.51
20124,03-06-2021,5002,Bluetooth Speaker,Electronics,7,10199.28,2244.8,7954.48
20125,12-02-2021,5002,Bluetooth Speaker,Electronics,7,18770.15,4063.34,14706.81
20126,04-05-2021,5002,Bluetooth Speaker,Electronics,1,2946.16,252.47,2693.69
20127,08-03-2021,5002,Bluetooth Speaker,Electronics,5,8057.05,745.99,7311.06
20128,26-06-2021,5002,Bluetooth Speaker,Electronics,7,21786.03,4504.29,17281.74
20129,13-11-2021,5002,Bluetooth Speaker,Electronics,4,10242.28,321.4,9920.88
20130,14-12-2021,5002,Bluetooth Speaker,Electronics,8,17679.68,917.07,16762.61
20131,16-05-2021,5002,Bluetooth Speaker,Electronics,1,3204.88,469.59,2735.29
20132,16-03-2021,5002,Bluetooth Speaker,Electronics,7,9108.89,806.02,8302.87
20133,24-12-2021,5002,Bluetooth Speaker,Electronics,5,7554,565.74,6988.26
20134,18-08-2021,5002,Bluetooth Speaker,Electronics,7,3857.98,647.9,3210.08
20135,07-02-2021,5002,Bluetooth Speaker,Electronics,8,15950.32,1980.82,13969.5
20136,14-08-2022,5002,Bluetooth Speaker,Electronics,3,5955.24,453.43,5501.81
20137,11-03-2022,5002,Bluetooth Speaker,Electronics,2,2439.22,255.41,2183.81
20138,07-10-2022,5002,Bluetooth Speaker,Electronics,1,2661.35,305.89,2355.46
20139,24-07-2022,5002,Bluetooth Speaker,Electronics,4,5650,552.49,5097.51
20140,16-01-2022,5002,Bluetooth Speaker,Electronics,5,10369.2,1066.3,9302.9
20141,17-11-2022,5002,Bluetooth Speaker,Electronics,4,1840.8,416.5,1424.3
20142,13-07-2022,5002,Bluetooth Speaker,Electronics,8,12773.2,1172.12,11601.08
20143,05-01-2022,5002,Bluetooth Speaker,Electronics,1,1574.42,308.03,1266.39
20144,19-08-2022,5002,Bluetooth Speaker,Electronics,8,1204.8,132.59,1072.21
20145,28-09-2022,5002,Bluetooth Speaker,Electronics,8,27256.08,2102.73,25153.35
20146,08-02-2022,5002,Bluetooth Speaker,Electronics,3,1978.29,481.78,1496.51
20147,27-02-2022,5002,Bluetooth Speaker,Electronics,8,3478.08,691.02,2787.06
20148,26-01-2022,5002,Bluetooth Speaker,Electronics,3,2787.39,645.51,2141.88
20149,23-11-2022,5002,Bluetooth Speaker,Electronics,5,16870.8,2768.31,14102.49
20150,21-09-2022,5002,Bluetooth Speaker,Electronics,7,17431.75,798.21,16633.54
20151,10-02-2022,5002,Bluetooth Speaker,Electronics,4,5800.28,414.28,5386
20152,01-10-2022,5002,Bluetooth Speaker,Electronics,1,1950.55,486.01,1464.54
20153,11-05-2022,5002,Bluetooth Speaker,Electronics,4,6969.08,515.69,6453.39
20154,01-04-2022,5002,Bluetooth Speaker,Electronics,7,17574.13,1594,15980.13
20155,07-01-2022,5002,Bluetooth Speaker,Electronics,8,24913.92,4206.68,20707.24
20156,09-02-2022,5002,Bluetooth Speaker,Electronics,4,9542.56,2221.38,7321.18
20157,16-04-2022,5002,Bluetooth Speaker,Electronics,1,2481.01,459.52,2021.49
20158,22-06-2022,5002,Bluetooth Speaker,Electronics,7,5694.99,1157.93,4537.06
20159,28-12-2022,5002,Bluetooth Speaker,Electronics,2,1674.96,407.13,1267.83
20160,25-05-2022,5002,Bluetooth Speaker,Electronics,4,3692.84,261.94,3430.9
20161,04-05-2022,5002,Bluetooth Speaker,Electronics,8,17550.64,3969.77,13580.87
20162,14-08-2022,5002,Bluetooth Speaker,Electronics,1,3328.35,178.63,3149.72
20163,02-07-2022,5002,Bluetooth Speaker,Electronics,4,916.64,144.01,772.63
20164,23-01-2021,5003,Power Bank,Electronics,1,766.75,94.63,672.12
20165,11-12-2021,5003,Power Bank,Electronics,2,6983.44,1635.99,5347.45
20166,07-06-2021,5003,Power Bank,Electronics,3,7007.31,985.95,6021.36
20167,02-08-2021,5003,Power Bank,Electronics,5,11879.2,1272.05,10607.15
20168,11-06-2021,5003,Power Bank,Electronics,8,5736.16,118.51,5617.65
20169,03-05-2021,5003,Power Bank,Electronics,6,9345.66,2089.59,7256.07
20170,25-09-2021,5003,Power Bank,Electronics,4,5693.72,1120.57,4573.15
20171,27-05-2021,5003,Power Bank,Electronics,7,3108,566.31,2541.69
20172,12-04-2021,5003,Power Bank,Electronics,8,6373.12,661.38,5711.74
20173,01-08-2021,5003,Power Bank,Electronics,7,6865.88,1124.93,5740.95
20174,02-07-2021,5003,Power Bank,Electronics,7,1867.32,64.22,1803.1
20175,09-01-2021,5003,Power Bank,Electronics,4,10613.64,2405.76,8207.88
20176,12-06-2021,5003,Power Bank,Electronics,5,6360.75,1522.54,4838.21
20177,09-01-2021,5003,Power Bank,Electronics,6,19476.96,1721.83,17755.13
20178,25-12-2021,5003,Power Bank,Electronics,2,462.52,34.13,428.39
20179,23-08-2021,5003,Power Bank,Electronics,8,26764.8,2914.64,23850.16
20180,14-05-2021,5003,Power Bank,Electronics,8,4756.56,638.35,4118.21
20181,26-01-2021,5003,Power Bank,Electronics,5,14531.15,2873.48,11657.67
20182,08-10-2021,5003,Power Bank,Electronics,6,18210.96,2294.21,15916.75
20183,03-10-2021,5003,Power Bank,Electronics,4,5848.6,332.12,5516.48
20184,03-07-2021,5003,Power Bank,Electronics,1,1763.66,256.19,1507.47
20185,14-03-2021,5003,Power Bank,Electronics,2,6918.42,559.87,6358.55
20186,07-02-2021,5003,Power Bank,Electronics,2,3121.1,771.97,2349.13
20187,06-08-2021,5003,Power Bank,Electronics,4,2381.28,300.07,2081.21
20188,08-11-2021,5003,Power Bank,Electronics,2,5524.32,483.94,5040.38
20189,19-05-2021,5003,Power Bank,Electronics,5,6997.25,1327.77,5669.48
20190,15-04-2021,5003,Power Bank,Electronics,4,3088.88,229.09,2859.79
20191,19-05-2021,5003,Power Bank,Electronics,4,4972.92,552.47,4420.45
20192,21-04-2022,5003,Power Bank,Electronics,2,4677.28,1159.59,3517.69
20193,01-02-2022,5003,Power Bank,Electronics,8,24859.68,1818.64,23041.04
20194,12-08-2022,5003,Power Bank,Electronics,1,3087.56,227.14,2860.42
20195,07-01-2022,5003,Power Bank,Electronics,4,13064.32,1379.78,11684.54
20196,15-03-2022,5003,Power Bank,Electronics,5,13731.2,2374.04,11357.16
20197,04-01-2022,5003,Power Bank,Electronics,6,5274.66,552.8,4721.86
20198,07-01-2021,5004,USB Cable,Electronics,5,1390.45,261.98,1128.47
20199,27-04-2021,5004,USB Cable,Electronics,1,2893.09,330.01,2563.08
20200,06-06-2021,5004,USB Cable,Electronics,5,2055.4,55.98,1999.42
20201,18-08-2021,5004,USB Cable,Electronics,8,2895.68,125.44,2770.24
20202,22-07-2021,5004,USB Cable,Electronics,3,6873.78,281.59,6592.19
20203,13-03-2021,5004,USB Cable,Electronics,5,7613.95,648.4,6965.55
20204,14-05-2021,5004,USB Cable,Electronics,1,1196.41,179.82,1016.59
20205,14-06-2021,5004,USB Cable,Electronics,7,1477.07,290,1187.07
20206,21-06-2021,5004,USB Cable,Electronics,4,5835.8,660.29,5175.51
20207,14-01-2021,5004,USB Cable,Electronics,3,4708.74,982.64,3726.1
20208,19-07-2021,5004,USB Cable,Electronics,6,10164.24,583.28,9580.96
20209,02-01-2021,5004,USB Cable,Electronics,3,6888.69,1579.25,5309.44
20210,19-02-2021,5004,USB Cable,Electronics,6,15718.68,935.07,14783.61
20211,10-06-2021,5004,USB Cable,Electronics,3,5687.64,1324.45,4363.19
20212,13-02-2021,5004,USB Cable,Electronics,8,21395.28,4325.98,17069.3
20213,10-04-2021,5004,USB Cable,Electronics,3,8864.79,265.98,8598.81
20214,11-08-2021,5004,USB Cable,Electronics,1,2185.61,363.61,1822
20215,23-02-2021,5004,USB Cable,Electronics,3,6885.27,1494.21,5391.06
20216,13-10-2021,5004,USB Cable,Electronics,4,11711.12,727.05,10984.07
20217,06-09-2022,5004,USB Cable,Electronics,7,9473.45,515.14,8958.31
20218,27-12-2022,5004,USB Cable,Electronics,4,1150.72,171.85,978.87
20219,02-11-2022,5004,USB Cable,Electronics,6,3266.4,515.73,2750.67
20220,21-05-2021,5005,Denim Jacket,Clothing,7,8277.57,640.1,7637.47
20221,22-07-2021,5005,Denim Jacket,Clothing,6,9880.44,1193.77,8686.67
20222,01-01-2021,5005,Denim Jacket,Clothing,8,13669.36,1678.16,11991.2
20223,25-10-2021,5005,Denim Jacket,Clothing,8,23619.44,4875.57,18743.87
20224,04-07-2021,5005,Denim Jacket,Clothing,2,1160.66,138.16,1022.5
20225,26-02-2021,5005,Denim Jacket,Clothing,8,14716.4,2518.45,12197.95
20226,21-01-2021,5005,Denim Jacket,Clothing,3,1276.53,240.88,1035.65
20227,17-12-2021,5005,Denim Jacket,Clothing,2,663.58,90.18,573.4
20228,21-07-2021,5005,Denim Jacket,Clothing,3,709.86,25.04,684.82
20229,24-10-2021,5005,Denim Jacket,Clothing,2,1597.84,392.75,1205.09
20230,10-08-2021,5005,Denim Jacket,Clothing,3,7345.65,1365.18,5980.47
20231,03-04-2021,5005,Denim Jacket,Clothing,6,13169.94,1027.4,12142.54
20232,20-06-2021,5005,Denim Jacket,Clothing,5,15909.8,1988.29,13921.51
20233,17-05-2021,5005,Denim Jacket,Clothing,8,6783.04,545.76,6237.28
20234,08-09-2021,5005,Denim Jacket,Clothing,6,8382.54,551.21,7831.33
20235,06-07-2021,5005,Denim Jacket,Clothing,5,12134.65,2741.76,9392.89
20236,26-03-2021,5005,Denim Jacket,Clothing,5,2677.55,380.39,2297.16
20237,28-11-2021,5005,Denim Jacket,Clothing,6,20319.72,2523.69,17796.03
20238,19-09-2021,5005,Denim Jacket,Clothing,2,1988.62,284.79,1703.83
20239,24-07-2021,5005,Denim Jacket,Clothing,6,6221.58,1541.8,4679.78
20240,05-10-2021,5005,Denim Jacket,Clothing,6,7549.68,292.31,7257.37
20241,06-04-2021,5005,Denim Jacket,Clothing,1,1142.88,158.52,984.36
20242,21-05-2021,5005,Denim Jacket,Clothing,6,15634.08,2999.2,12634.88
20243,05-04-2021,5005,Denim Jacket,Clothing,5,11068.85,1321.77,9747.08
20244,12-09-2021,5005,Denim Jacket,Clothing,1,592.28,42.8,549.48
20245,02-11-2021,5005,Denim Jacket,Clothing,1,332.22,49.98,282.24
20246,04-05-2021,5005,Denim Jacket,Clothing,6,11635.68,1338.63,10297.05
20247,19-05-2021,5005,Denim Jacket,Clothing,3,2502.06,409.1,2092.96
20248,06-08-2021,5005,Denim Jacket,Clothing,3,591.84,120.94,470.9
20249,05-12-2021,5005,Denim Jacket,Clothing,8,3767.6,628.39,3139.21
20250,26-11-2021,5005,Denim Jacket,Clothing,5,7482.7,604.42,6878.28
20251,02-01-2021,5005,Denim Jacket,Clothing,6,12853.98,1967.28,10886.7
20252,17-10-2021,5005,Denim Jacket,Clothing,8,7859.76,1790.5,6069.26
20253,02-01-2021,5005,Denim Jacket,Clothing,1,1510.06,112.75,1397.31
20254,25-01-2021,5005,Denim Jacket,Clothing,2,382.74,56.15,326.59
20255,17-04-2022,5005,Denim Jacket,Clothing,7,20123.81,1210.79,18913.02
20256,03-05-2022,5005,Denim Jacket,Clothing,5,11234.9,2793.38,8441.52
20257,26-12-2022,5005,Denim Jacket,Clothing,8,20372.72,437.21,19935.51
20258,24-07-2022,5005,Denim Jacket,Clothing,8,3356.8,573.25,2783.55
20259,08-03-2022,5005,Denim Jacket,Clothing,2,2051.56,344.92,1706.64
20260,11-02-2022,5005,Denim Jacket,Clothing,5,12670.7,1028.57,11642.13
20261,22-09-2022,5005,Denim Jacket,Clothing,7,17130.47,3956.68,13173.79
20262,10-05-2022,5005,Denim Jacket,Clothing,4,1744.64,238.51,1506.13
20263,09-03-2022,5005,Denim Jacket,Clothing,4,11879.08,791.6,11087.48
20264,24-03-2022,5005,Denim Jacket,Clothing,6,4757.94,520.53,4237.41
20265,08-10-2022,5005,Denim Jacket,Clothing,7,22332.45,3686.2,18646.25
20266,22-12-2022,5005,Denim Jacket,Clothing,8,13853.36,1967.76,11885.6
20267,28-01-2022,5005,Denim Jacket,Clothing,1,1614.67,301.4,1313.27
20268,10-10-2022,5005,Denim Jacket,Clothing,4,5846.96,904.09,4942.87
20269,06-10-2022,5005,Denim Jacket,Clothing,3,780.78,35.71,745.07
20270,06-10-2022,5005,Denim Jacket,Clothing,6,20545.92,3722.31,16823.61
20271,02-01-2022,5005,Denim Jacket,Clothing,3,7410.87,1228.66,6182.21
20272,03-12-2022,5005,Denim Jacket,Clothing,1,370.31,57.7,312.61
20273,27-04-2021,5006,Cotton T-Shirt,Clothing,2,6194.08,1200.58,4993.5
20274,13-12-2021,5006,Cotton T-Shirt,Clothing,2,1952.06,130.25,1821.81
20275,02-01-2021,5006,Cotton T-Shirt,Clothing,2,5827.9,963.08,4864.82
20276,16-05-2021,5006,Cotton T-Shirt,Clothing,2,1188.78,240.31,948.47
20277,07-11-2021,5006,Cotton T-Shirt,Clothing,5,6095.6,716.03,5379.57
20278,12-01-2021,5006,Cotton T-Shirt,Clothing,5,16329.15,508.39,15820.76
20279,11-06-2021,5006,Cotton T-Shirt,Clothing,8,24016.88,3895.62,20121.26
20280,26-01-2021,5006,Cotton T-Shirt,Clothing,7,1782.76,248.31,1534.45
20281,12-02-2021,5006,Cotton T-Shirt,Clothing,8,20084.88,2886.45,17198.43
20282,23-04-2021,5006,Cotton T-Shirt,Clothing,2,4149.42,357,3792.42
20283,01-07-2021,5006,Cotton T-Shirt,Clothing,4,4463.68,859.79,3603.89
20284,01-01-2021,5006,Cotton T-Shirt,Clothing,6,10765.56,1432.26,9333.3
20285,16-03-2021,5006,Cotton T-Shirt,Clothing,6,20139.84,2789.01,17350.83
20286,06-10-2021,5006,Cotton T-Shirt,Clothing,5,14405.3,3396.86,11008.44
20287,16-04-2021,5006,Cotton T-Shirt,Clothing,3,1554.72,258.71,1296.01
20288,16-02-2021,5006,Cotton T-Shirt,Clothing,2,4507.14,458.79,4048.35
20289,13-07-2021,5006,Cotton T-Shirt,Clothing,2,3128.28,527.27,2601.01
20290,07-06-2021,5006,Cotton T-Shirt,Clothing,5,5158.5,1172.42,3986.08
20291,06-09-2021,5006,Cotton T-Shirt,Clothing,7,24087.49,3976.15,20111.34
20292,05-08-2021,5006,Cotton T-Shirt,Clothing,1,1317.43,125.33,1192.1
20293,28-03-2021,5006,Cotton T-Shirt,Clothing,8,18944.32,3611.87,15332.45
20294,15-03-2021,5006,Cotton T-Shirt,Clothing,8,19666.88,1556.81,18110.07
20295,05-04-2021,5006,Cotton T-Shirt,Clothing,6,10186.56,2277.5,7909.06
20296,17-04-2021,5006,Cotton T-Shirt,Clothing,4,4184.28,810.03,3374.25
20297,05-10-2021,5006,Cotton T-Shirt,Clothing,3,10246.41,1909.18,8337.23
20298,17-10-2021,5006,Cotton T-Shirt,Clothing,6,4134.6,394.68,3739.92
20299,04-12-2022,5006,Cotton T-Shirt,Clothing,3,10121.97,439.06,9682.91
20300,05-07-2022,5006,Cotton T-Shirt,Clothing,3,8438.61,1592.01,6846.6
20301,09-07-2022,5006,Cotton T-Shirt,Clothing,4,2064.32,474.01,1590.31
20302,07-05-2022,5006,Cotton T-Shirt,Clothing,7,11928.84,273.19,11655.65
20303,17-04-2021,5007,Running Shoes,Clothing,5,8509.95,447.77,8062.18
20304,24-10-2021,5007,Running Shoes,Clothing,7,1179.36,89.31,1090.05
20305,23-07-2021,5007,Running Shoes,Clothing,7,20888.56,3626.59,17261.97
20306,25-11-2021,5007,Running Shoes,Clothing,4,9706.6,1626.38,8080.22
20307,14-08-2021,5007,Running Shoes,Clothing,6,6122.16,1109.03,5013.13
20308,08-07-2021,5007,Running Shoes,Clothing,7,17773.35,2929.25,14844.1
20309,28-05-2021,5007,Running Shoes,Clothing,7,12370.33,303.34,12066.99
20310,17-07-2021,5007,Running Shoes,Clothing,3,9439.68,901.04,8538.64
20311,13-01-2021,5007,Running Shoes,Clothing,8,25539.52,1135.68,24403.84
20312,18-05-2021,5007,Running Shoes,Clothing,4,2755.28,550.54,2204.74
20313,17-04-2021,5007,Running Shoes,Clothing,6,2931.84,446.08,2485.76
20314,07-09-2021,5007,Running Shoes,Clothing,8,14926.72,2493.21,12433.51
20315,17-06-2021,5007,Running Shoes,Clothing,6,9148.02,2177.54,6970.48
20316,22-04-2021,5007,Running Shoes,Clothing,3,4394.55,858.79,3535.76
20317,24-02-2021,5007,Running Shoes,Clothing,6,13715.16,1070.68,12644.48
20318,13-07-2021,5007,Running Shoes,Clothing,1,194.58,22.62,171.96
20319,21-07-2021,5007,Running Shoes,Clothing,6,12561.54,566.9,11994.64
20320,24-05-2021,5007,Running Shoes,Clothing,7,23091.39,3261.14,19830.25
20321,26-04-2021,5007,Running Shoes,Clothing,7,11886.63,687.55,11199.08
20322,26-02-2021,5007,Running Shoes,Clothing,4,6886.72,1028,5858.72
20323,27-04-2021,5007,Running Shoes,Clothing,3,3998.97,667.52,3331.45
